date,fighter_a,fighter_b,odds_a,odds_b
2020-07-25,Ramazan Emeev,Niklas Stolze,-400.0,300.0
2020-07-25,Robert Whittaker,Darren Till,-130.0,107.0
2020-07-25,Nicolas Dalby,Jesse Ronson,-265.0,205.0
2020-07-25,Alexander Gustafsson,Fabricio Werdum,-335.0,260.0
2020-07-25,Peter Sobotta,Alex Oliveira,145.0,-182.0
2020-08-01,Jonathan Martinez,Frankie Saenz,-250.0,200.0
2020-08-01,Nate Maness,Johnny Munoz,-137.0,110.0
2020-08-01,Vicente Luque,Randy Brown,-200.0,160.0
2020-08-01,Derek Brunson,Edmen Shahbazyan,275.0,-360.0
2020-08-08,Chris Weidman,Omari Akhmedov,-141.0,115.0
2020-08-08,Derrick Lewis,Aleksei Oleinik,-200.0,160.0
2020-08-08,Beneil Dariush,Scott Holtzman,-200.0,160.0
2020-08-08,Kevin Holland,Joaquin Buckley,-455.0,333.0
2020-08-08,Laureano Staropoli,Tim Means,-150.0,120.0
2020-08-08,Andrew Sanchez,Wellington Turman,130.0,-162.0
2020-08-08,Youssef Zalal,Peter Barrett,-480.0,340.0
2020-08-15,Daniel Cormier,Stipe Miocic,-112.0,-106.0
2020-08-15,Merab Dvalishvili,John Dodson,-240.0,188.0
2020-08-15,Chris Daukaus,Parker Porter,-106.0,-118.0
2020-08-15,Marlon Vera,Sean O'Malley,240.0,-305.0
2020-08-15,Virna Jandiroba,Felice Herrig,-315.0,240.0
2020-08-22,Pedro Munhoz,Frankie Edgar,-278.0,225.0
2020-08-22,Jordan Wright,Ike Villanueva,-129.0,104.0
2020-08-22,Daniel Rodriguez,Dwight Grant,-230.0,180.0
2020-08-22,Marcin Prachnio,Mike Rodriguez,188.0,-240.0
2020-08-22,Matthew Semelsberger,Carlton Minus,-106.0,-118.0
2020-08-29,Aleksandar Rakić,Anthony Smith,-278.0,225.0
2020-08-29,Alessio Di Chirico,Zak Cummings,-114.0,-109.0
2020-08-29,Alexa Grasso,Ji Yeon Kim,-315.0,230.0
2020-08-29,Neil Magny,Robbie Lawler,-250.0,200.0
2020-08-29,Impa Kasanganay,Maki Pitolo,-139.0,115.0
2020-08-29,Sean Brady,Christian Aguilera,-455.0,330.0
2020-09-05,Ovince Saint Preux,Alonzo Menifield,110.0,-134.0
2020-09-05,Andre Muniz,Bartosz Fabinski,132.0,-165.0
2020-09-05,Michel Pereira,Zelim Imadaev,-112.0,-112.0
2020-09-12,Julia Avila,Sijara Eubanks,-305.0,230.0
2020-09-12,Jalin Turner,Brok Weaver,-420.0,306.0
2020-09-12,Bryan Barberena,Anthony Ivy,-278.0,215.0
2020-09-12,Ed Herman,Mike Rodriguez,195.0,-250.0
2020-09-19,David Dvorak,Jordan Espinosa,-112.0,-112.0
2020-09-19,Khamzat Chimaev,Gerald Meerschaert,-400.0,300.0
2020-09-19,Kevin Holland,Darren Stewart,-265.0,205.0
2020-09-19,Colby Covington,Tyron Woodley,-335.0,260.0
2020-09-19,Mayra Bueno Silva,Mara Romero Borella,-275.0,210.0
2020-09-19,Mackenzie Dern,Randa Markos,-177.0,140.0
2020-09-19,Johnny Walker,Ryan Spann,-125.0,100.0
2020-09-26,Israel Adesanya,Paulo Costa,-186.0,151.0
2020-09-26,Ketlen Vieira,Sijara Eubanks,-190.0,150.0
2020-09-26,Jan Blachowicz,Dominick Reyes,215.0,-265.0
2020-09-26,Jake Matthews,Diego Sanchez,-715.0,470.0
2020-09-26,Khadis Ibragimov,Danilo Marques,-182.0,150.0
2020-09-26,William Knight,Aleksa Camur,134.0,-167.0
2020-09-26,Kai Kara-France,Brandon Royval,-240.0,188.0
2020-10-03,Kyler Phillips,Cameron Else,-480.0,342.0
2020-10-03,Loma Lookboonmee,Jinh Yu Frey,-150.0,120.0
2020-10-03,Holly Holm,Irene Aldana,-125.0,103.0
2020-10-03,Dusko Todorovic,Dequan Townsend,-335.0,245.0
2020-10-03,Nassourdine Imavov,Jordan Williams,105.0,-125.0
2020-10-03,Julianna Peña,Germaine de Randamie,122.0,-150.0
2020-10-03,Court McGee,Carlos Condit,-137.0,111.0
2020-10-10,Chris Daukaus,Rodrigo Nascimento,205.0,-265.0
2020-10-10,Markus Perez,Dricus Du Plessis,133.0,-167.0
2020-10-10,Cory Sandhagen,Marlon Moraes,-141.0,115.0
2020-10-10,Tracy Cortez,Stephanie Egger,-205.0,160.0
2020-10-10,Tom Breese,KB Bhullar,-275.0,210.0
2020-10-10,Joaquin Buckley,Impa Kasanganay,200.0,-265.0
2020-10-10,Bruno Silva,Tagir Ulanbekov,321.0,-455.0
2020-10-10,Omar Morales,Giga Chikadze,-175.0,136.0
2020-10-10,Youssef Zalal,Ilia Topuria,-162.0,130.0
2020-10-10,Tom Aspinall,Alan Baudot,-560.0,400.0
2020-10-10,Marcin Tybura,Ben Rothwell,130.0,-159.0
2020-10-17,Said Nurmagomedov,Mark Striegl,-435.0,317.0
2020-10-17,John Phillips,JunYong Park,215.0,-278.0
2020-10-17,Modestas Bukauskas,Jimmy Crute,250.0,-335.0
2020-10-17,Claudio Silva,James Krause,120.0,-150.0
2020-10-17,Mateusz Gamrot,Guram Kutateladze,-335.0,245.0
2020-10-17,Jonathan Martinez,Thomas Almeida,110.0,-139.0
2020-10-17,Brian Ortega,Chan Sung Jung,160.0,-200.0
2020-10-17,Gillian Robertson,Poliana Botelho,-215.0,169.0
2020-10-24,Alexander Volkov,Walt Harris,-190.0,150.0
2020-10-24,Magomed Ankalaev,Ion Cutelaba,-335.0,250.0
2020-10-24,Lauren Murphy,Liliya Shakirova,-215.0,170.0
2020-10-24,Shavkat Rakhmonov,Alex Oliveira,-112.0,-112.0
2020-10-24,Jared Cannonier,Robert Whittaker,-110.0,-110.0
2020-10-24,Justin Gaethje,Khabib Nurmagomedov,255.0,-315.0
2020-10-24,Joel Alvarez,Alexander Yakovlev,-175.0,138.0
2020-10-24,Miranda Maverick,Liana Jojua,-400.0,295.0
2020-10-31,Uriah Hall,Anderson Silva,-230.0,185.0
2020-10-31,Justin Ledet,Dustin Jacoby,296.0,-400.0
2020-10-31,Jack Marshman,Sean Strickland,277.0,-375.0
2020-10-31,Andre Fili,Bryce Mitchell,120.0,-150.0
2020-10-31,Kevin Holland,Charlie Ontiveros,-770.0,500.0
2020-11-07,Raoni Barcelos,Khalid Taha,-400.0,295.0
2020-11-07,Yan Xiaonan,Claudia Gadelha,-155.0,125.0
2020-11-07,Trevin Giles,Bevon Lewis,100.0,-125.0
2020-11-07,Max Griffin,Ramiz Brahimaj,-143.0,115.0
2020-11-07,Marcos Rogerio de Lima,Alexandr Romanov,330.0,-455.0
2020-11-07,Thiago Santos,Glover Teixeira,-240.0,190.0
2020-11-14,Sean Strickland,Brendan Allen,-106.0,-118.0
2020-11-14,Alex Morono,Rhys McKee,-177.0,140.0
2020-11-14,Khaos Williams,Abdul Razak Alhassan,185.0,-240.0
2020-11-14,Rafael Dos Anjos,Paul Felder,-200.0,165.0
2020-11-21,Mike Perry,Tim Means,-150.0,120.0
2020-11-21,Paul Craig,Mauricio Rua,-190.0,150.0
2020-11-21,Valentina Shevchenko,Jennifer Maia,-1667.0,850.0
2020-11-21,Nicolas Dalby,Daniel Rodriguez,250.0,-335.0
2020-11-21,Brandon Royval,Brandon Moreno,150.0,-190.0
2020-11-21,Deiveson Figueiredo,Alex Perez,-286.0,225.0
2020-11-21,Kyle Daukaus,Dustin Stoltzfus,-315.0,230.0
2020-11-21,Joaquin Buckley,Jordan Wright,-265.0,205.0
2020-11-21,Alan Jouban,Jared Gooden,-150.0,120.0
2020-11-28,Nate Maness,Luke Sanders,125.0,-155.0
2020-11-28,Anthony Smith,Devin Clark,-139.0,115.0
2020-11-28,Norma Dumont,Ashlee Evans-Smith,110.0,-137.0
2020-11-28,Takashi Sato,Miguel Baeza,140.0,-175.0
2020-12-05,Ovince Saint Preux,Jamahal Hill,140.0,-177.0
2020-12-05,Jack Hermansson,Marvin Vettori,110.0,-134.0
2020-12-05,Louis Smolka,Jose Quinonez,-139.0,112.0
2020-12-05,Roman Dolidze,John Allan,-200.0,160.0
2020-12-05,Ilia Topuria,Damon Jackson,-275.0,210.0
2020-12-12,Charles Oliveira,Tony Ferguson,160.0,-185.0
2020-12-12,Virna Jandiroba,Mackenzie Dern,140.0,-160.0
2020-12-12,Kevin Holland,Jacare Souza,-135.0,115.0
2020-12-12,Renato Moicano,Rafael Fiziev,120.0,-140.0
2020-12-12,Ciryl Gane,Junior Dos Santos,-400.0,325.0
2020-12-19,Antonio Arroyo,Deron Winn,-185.0,160.0
2020-12-19,Khaos Williams,Michel Pereira,-125.0,105.0
2020-12-19,Marcin Tybura,Greg Hardy,-110.0,-110.0
2020-12-19,Alex Morono,Anthony Pettis,175.0,-210.0
2020-12-19,Gillian Robertson,Taila Santos,-145.0,125.0
2020-12-19,Jose Aldo,Marlon Vera,-140.0,120.0
2020-12-19,Tafon Nchukwi,Jamie Pickett,-335.0,275.0
2020-12-19,Rob Font,Marlon Moraes,150.0,-170.0
2020-12-19,Stephen Thompson,Geoff Neal,-103.0,-117.0
2020-12-19,Cody Durden,Jimmy Flick,137.0,-157.0
2021-01-16,Joaquin Buckley,Alessio Di Chirico,-278.0,215.0
2021-01-16,Joselyne Edwards,Wu Yanan,-110.0,-110.0
2021-01-16,Santiago Ponzinibbio,Li Jingliang,-305.0,240.0
2021-01-16,Max Holloway,Calvin Kattar,-162.0,138.0
2021-01-16,Ramazan Emeev,David Zawada,-275.0,210.0
2021-01-16,Punahele Soriano,Dusko Todorovic,130.0,-159.0
2021-01-20,Vinicius Moreira,Ike Villanueva,110.0,-134.0
2021-01-20,Markus Perez,Dalcha Lungiambula,115.0,-143.0
2021-01-20,Ricky Simon,Gaetano Pirrello,-400.0,300.0
2021-01-20,Warlley Alves,Mounir Lazzez,185.0,-230.0
2021-01-20,Francisco Figueiredo,Jerome Rivera,-155.0,125.0
2021-01-20,Lerone Murphy,Douglas Silva de Andrade,-305.0,240.0
2021-01-20,Tom Breese,Omari Akhmedov,-159.0,128.0
2021-01-20,Umar Nurmagomedov,Sergey Morozov,-530.0,375.0
2021-01-20,Manon Fiorot,Victoria Leonardo,-215.0,170.0
2021-01-20,Matt Schnell,Tyson Nam,105.0,-130.0
2021-01-20,Michael Chiesa,Neil Magny,120.0,-148.0
2021-01-23,Julianna Peña,Sara McMann,105.0,-130.0
2021-01-23,Dan Hooker,Michael Chandler,-134.0,105.0
2021-01-23,Dustin Poirier,Conor McGregor,250.0,-305.0
2021-01-23,Brad Tavares,Antonio Carlos Junior,-134.0,105.0
2021-01-23,Khalil Rountree Jr.,Marcin Prachnio,-335.0,250.0
2021-01-23,Marina Rodriguez,Amanda Ribas,250.0,-335.0
2021-01-23,Nik Lentz,Movsar Evloev,390.0,-560.0
2021-01-23,Makhmud Muradov,Andrew Sanchez,-143.0,115.0
2021-01-23,Amir Albazi,Zhalgas Zhumagulov,-106.0,-118.0
2021-02-06,Beneil Dariush,Diego Ferreira,105.0,-125.0
2021-02-06,Cory Sandhagen,Frankie Edgar,-400.0,300.0
2021-02-06,Youssef Zalal,SeungWoo Choi,-230.0,175.0
2021-02-06,Molly McCann,Lara Procopio,-177.0,140.0
2021-02-06,Manel Kape,Alexandre Pantoja,100.0,-125.0
2021-02-06,Alexander Volkov,Alistair Overeem,-182.0,150.0
2021-02-13,Kelvin Gastelum,Ian Heinisch,-205.0,174.0
2021-02-13,Dhiego Lima,Belal Muhammad,340.0,-447.0
2021-02-13,Julian Marquez,Maki Pitolo,-177.0,145.0
2021-02-13,Rodolfo Vieira,Anthony Hernandez,-487.0,365.0
2021-02-13,Gilbert Burns,Kamaru Usman,228.0,-278.0
2021-02-13,Maycee Barber,Alexa Grasso,-107.0,-107.0
2021-02-13,Ricky Simon,Brian Kelleher,-253.0,210.0
2021-02-13,Chris Gutierrez,Andre Ewell,-129.0,112.0
2021-02-20,Aiemann Zahabi,Drako Rodriguez,150.0,-190.0
2021-02-20,Phil Hawes,Nassourdine Imavov,-125.0,-105.0
2021-02-20,Tom Aspinall,Andrei Arlovski,-265.0,200.0
2021-02-20,Serghei Spivac,Jared Vanderaa,-250.0,195.0
2021-02-20,Chris Daukaus,Aleksei Oleinik,-177.0,140.0
2021-02-20,Derrick Lewis,Curtis Blaydes,300.0,-400.0
2021-02-20,Casey O'Neill,Shana Dobson,-155.0,125.0
2021-02-27,Nikita Krylov,Magomed Ankalaev,250.0,-300.0
2021-02-27,Pedro Munhoz,Jimmie Rivera,115.0,-135.0
2021-02-27,Ciryl Gane,Jairzinho Rozenstruik,-225.0,185.0
2021-02-27,Thiago Moises,Alexander Hernandez,180.0,-220.0
2021-02-27,Dustin Jacoby,Maxim Grishin,-157.0,137.0
2021-03-06,Jan Blachowicz,Israel Adesanya,205.0,-245.0
2021-03-06,Jake Matthews,Sean Brady,180.0,-220.0
2021-03-06,Song Yadong,Kyler Phillips,-220.0,180.0
2021-03-06,Joseph Benavidez,Askar Askarov,125.0,-145.0
2021-03-06,Jordan Espinosa,Tim Elliott,135.0,-155.0
2021-03-06,Petr Yan,Aljamain Sterling,-122.0,102.0
2021-03-06,Drew Dober,Islam Makhachev,365.0,-460.0
2021-03-06,Amanda Lemos,Livinha Souza,-240.0,200.0
2021-03-06,Amanda Nunes,Megan Anderson,-700.0,500.0
2021-03-06,Mario Bautista,Trevin Jones,-240.0,200.0
2021-03-06,Carlos Ulberg,Kennedy Nzechukwu,-230.0,190.0
2021-03-06,Uros Medic,Aalon Cruz,-200.0,170.0
2021-03-06,Kai Kara-France,Rogerio Bontorin,-137.0,117.0
2021-03-06,Thiago Santos,Aleksandar Rakic,160.0,-185.0
2021-03-13,Ryan Spann,Misha Cirkunov,105.0,-125.0
2021-03-13,Matheus Nicolau,Manel Kape,110.0,-130.0
2021-03-13,JJ Aldrich,Cortney Casey,-142.0,122.0
2021-03-13,Matthew Semelsberger,Jason Witt,-130.0,110.0
2021-03-13,Angela Hill,Ashley Yoder,-330.0,270.0
2021-03-13,Jonathan Martinez,Davey Grant,-300.0,250.0
2021-03-20,Roman Dolidze,Trevin Giles,-105.0,-115.0
2021-03-20,Macy Chiasson,Marion Reneau,-225.0,185.0
2021-03-20,Montel Jackson,Jesse Strader,-600.0,450.0
2021-03-20,JP Buys,Bruno Silva,-135.0,115.0
2021-03-20,Kevin Holland,Derek Brunson,-210.0,175.0
2021-03-20,Song Kenan,Max Griffin,165.0,-190.0
2021-03-27,Tyron Woodley,Vicente Luque,170.0,-200.0
2021-03-27,Modestas Bukauskas,Michal Oleksiejczuk,157.0,-177.0
2021-03-27,Sean O'Malley,Thomas Almeida,-370.0,310.0
2021-03-27,Gillian Robertson,Miranda Maverick,125.0,-145.0
2021-03-27,Fabio Cherant,Alonzo Menifield,235.0,-275.0
2021-03-27,Omar Morales,Shane Young,-200.0,170.0
2021-03-27,Marc-Andre Barriault,Abu Azaitar,-127.0,107.0
2021-04-10,Sam Alvey,Julian Marquez,125.0,-145.0
2021-04-10,Mateusz Gamrot,Scott Holtzman,-225.0,185.0
2021-04-10,Mackenzie Dern,Nina Nunes,100.0,-120.0
2021-04-10,Arnold Allen,Sodiq Yusuff,135.0,-155.0
2021-04-10,Kevin Holland,Marvin Vettori,245.0,-290.0
2021-04-10,Mike Perry,Daniel Rodriguez,100.0,-120.0
2021-04-10,Impa Kasanganay,Sasha Palatnikov,-250.0,210.0
2021-04-17,Robert Whittaker,Kelvin Gastelum,-245.0,205.0
2021-04-17,Loopy Godinez,Jessica Penne,-250.0,210.0
2021-04-17,Gerald Meerschaert,Bartosz Fabinski,105.0,-125.0
2021-04-17,Tracy Cortez,Justine Kish,-325.0,265.0
2021-04-17,Abdul Razak Alhassan,Jacob Malkoun,-300.0,250.0
2021-04-24,Randy Brown,Alex Oliveira,-125.0,105.0
2021-04-24,Zhang Weili,Rose Namajunas,-200.0,170.0
2021-04-24,Karl Roberson,Brendan Allen,115.0,-135.0
2021-04-24,Chris Weidman,Uriah Hall,-160.0,140.0
2021-04-24,Dwight Grant,Stefan Sekulic,-175.0,155.0
2021-04-24,Jorge Masvidal,Kamaru Usman,260.0,-320.0
2021-04-24,Jimmy Crute,Anthony Smith,-250.0,210.0
2021-04-24,Valentina Shevchenko,Jessica Andrade,-450.0,360.0
2021-05-01,Merab Dvalishvili,Cody Stamann,-290.0,245.0
2021-05-01,Sean Strickland,Krzysztof Jotko,-245.0,205.0
2021-05-01,Luana Pinheiro,Randa Markos,-155.0,135.0
2021-05-01,Luana Carolina,Poliana Botelho,205.0,-245.0
2021-05-01,Jiří Procházka,Dominick Reyes,100.0,-120.0
2021-05-01,Andreas Michailidis,KB Bhullar,-190.0,165.0
2021-05-01,Loma Lookboonmee,Sam Hughes,-420.0,335.0
2021-05-08,Marcos Rogerio de Lima,Maurice Greene,-177.0,157.0
2021-05-08,Phil Hawes,Kyle Daukaus,132.0,-152.0
2021-05-08,Christian Aguilera,Carlston Harris,175.0,-210.0
2021-05-08,Alex Morono,Donald Cerrone,130.0,-150.0
2021-05-08,Tafon Nchukwi,JunYong Park,-155.0,135.0
2021-05-08,Geoff Neal,Neil Magny,-200.0,155.0
2021-05-15,Beneil Dariush,Tony Ferguson,-147.0,127.0
2021-05-15,Jamie Pickett,Jordan Wright,-112.0,-108.0
2021-05-15,Jacare Souza,Andre Muniz,-117.0,-103.0
2021-05-15,Priscila Cachoeira,Gina Mazany,195.0,-235.0
2021-05-15,Matt Schnell,Rogerio Bontorin,-165.0,145.0
2021-05-15,Charles Oliveira,Michael Chandler,-130.0,110.0
2021-05-22,Bruno Silva,Victor Rodriguez,-355.0,295.0
2021-05-22,Norma Dumont,Felicia Spencer,157.0,-178.0
2021-05-22,David Dvorak,Juancamilo Ronderos,-490.0,390.0
2021-05-22,Yan Xiaonan,Carla Esparza,-137.0,117.0
2021-05-22,Rob Font,Cody Garbrandt,-130.0,110.0
2021-05-22,Claudio Silva,Court McGee,-125.0,105.0
2021-05-22,Jack Hermansson,Edmen Shahbazyan,-132.0,112.0
2021-06-05,Gregory Rodrigues,Dusko Todorovic,140.0,-177.0
2021-06-05,Marcin Tybura,Walt Harris,-177.0,140.0
2021-06-05,Santiago Ponzinibbio,Miguel Baeza,105.0,-134.0
2021-06-05,Manon Fiorot,Tabatha Ricci,-165.0,375.0
2021-06-05,Muslim Salikhov,Francisco Trinaldo,-230.0,180.0
2021-06-05,Laureano Staropoli,Roman Dolidze,120.0,-150.0
2021-06-05,Ilir Latifi,Tanner Boser,160.0,-200.0
2021-06-05,Youssef Zalal,Sean Woodson,160.0,-200.0
2021-06-12,Israel Adesanya,Marvin Vettori,-235.0,185.0
2021-06-12,Drew Dober,Brad Riddell,-152.0,120.0
2021-06-12,Movsar Evloev,Hakeem Dawodu,-240.0,188.0
2021-06-12,Brandon Moreno,Deiveson Figueiredo,150.0,-195.0
2021-06-12,Paul Craig,Jamahal Hill,210.0,-275.0
2021-06-12,Belal Muhammad,Demian Maia,-220.0,170.0
2021-06-12,Eryk Anders,Darren Stewart,-150.0,120.0
2021-06-12,Nate Diaz,Leon Edwards,355.0,-500.0
2021-06-19,Dhiego Lima,Matt Brown,-186.0,145.0
2021-06-19,Casey O'Neill,Lara Procopio,135.0,-167.0
2021-06-19,Serghei Spivac,Aleksei Oleinik,-265.0,200.0
2021-06-19,Bruno Silva,Wellington Turman,-125.0,100.0
2021-06-19,Matthew Semelsberger,Khaos Williams,130.0,-162.0
2021-06-19,Nicolae Negumereanu,Aleksa Camur,200.0,-265.0
2021-06-19,Virna Jandiroba,Kanako Murata,-139.0,112.0
2021-06-19,Marlon Vera,Davey Grant,-230.0,180.0
2021-06-26,Shavkat Rakhmonov,Michel Prazeres,-305.0,235.0
2021-06-26,Warlley Alves,Jeremiah Wells,-240.0,187.0
2021-06-26,Tim Means,Nicolas Dalby,-143.0,113.0
2021-06-26,Julia Avila,Julija Stoliarenko,-375.0,275.0
2021-06-26,Alexander Volkov,Ciryl Gane,125.0,-155.0
2021-06-26,Raoni Barcelos,Timur Valiev,-230.0,180.0
2021-06-26,Marcin Prachnio,Ike Villanueva,-225.0,180.0
2021-06-26,Ovince Saint Preux,Tanner Boser,153.0,-195.0
2021-06-26,Kennedy Nzechukwu,Danilo Marques,-136.0,110.0
2021-06-26,Renato Moicano,Jai Herbert,-250.0,195.0
2021-07-10,Ilia Topuria,Ryan Hall,-235.0,185.0
2021-07-10,Gilbert Burns,Stephen Thompson,130.0,-162.0
2021-07-10,Zhalgas Zhumagulov,Jerome Rivera,-315.0,240.0
2021-07-10,Sean O'Malley,Kris Moutinho,-1000.0,580.0
2021-07-10,Michel Pereira,Niko Price,-186.0,150.0
2021-07-10,Max Griffin,Carlos Condit,-190.0,150.0
2021-07-10,Dustin Poirier,Conor McGregor,-129.0,100.0
2021-07-10,Trevin Giles,Dricus Du Plessis,-106.0,-118.0
2021-07-10,Brad Tavares,Omari Akhmedov,-162.0,130.0
2021-07-17,Miesha Tate,Marion Reneau,-180.0,155.0
2021-07-17,Islam Makhachev,Thiago Moises,-900.0,600.0
2021-07-17,Daniel Rodriguez,Preston Parsons,-300.0,235.0
2021-07-17,Mateusz Gamrot,Jeremy Stephens,-275.0,220.0
2021-07-17,Rodolfo Vieira,Dustin Stoltzfus,-210.0,175.0
2021-07-17,Francisco Figueiredo,Malcolm Gordon,-310.0,245.0
2021-07-24,Hannah Goldy,Diana Belbita,100.0,-120.0
2021-07-24,Cory Sandhagen,TJ Dillashaw,-210.0,175.0
2021-07-24,Elise Reed,Sijara Eubanks,310.0,-410.0
2021-07-24,Mickey Gall,Jordan Williams,150.0,-170.0
2021-07-24,Ian Heinisch,Nassourdine Imavov,-155.0,135.0
2021-07-24,Maycee Barber,Miranda Maverick,135.0,-155.0
2021-07-24,Kyler Phillips,Raulian Paiva,-320.0,250.0
2021-07-24,Brendan Allen,Punahele Soriano,-110.0,-110.0
2021-07-31,Ryan Benoit,Zarrukh Adashev,-140.0,120.0
2021-07-31,Sean Strickland,Uriah Hall,-210.0,175.0
2021-07-31,Bryan Barberena,Jason Witt,-265.0,215.0
2021-08-07,Song Yadong,Casey Kenney,105.0,-125.0
2021-08-07,Alonzo Menifield,Ed Herman,-290.0,230.0
2021-08-07,Ciryl Gane,Derrick Lewis,-320.0,250.0
2021-08-07,Michael Chiesa,Vicente Luque,-115.0,-105.0
2021-08-07,Manel Kape,Ode Osbourne,-200.0,170.0
2021-08-07,Pedro Munhoz,Jose Aldo,-115.0,-105.0
2021-08-07,Vince Morales,Drako Rodriguez,-110.0,-110.0
2021-08-07,Karolina Kowalkiewicz,Jessica Penne,-145.0,125.0
2021-08-21,Kelvin Gastelum,Jared Cannonier,125.0,-145.0
2021-08-21,Brandon Royval,Alexandre Pantoja,150.0,-170.0
2021-08-21,Fabio Cherant,William Knight,150.0,-170.0
2021-08-28,Alessio Di Chirico,Abdul Razak Alhassan,-265.0,215.0
2021-08-28,Dustin Jacoby,Darren Stewart,-200.0,170.0
2021-08-28,Gilbert Urbina,Bryan Battle,170.0,-200.0
2021-08-28,Makhmud Muradov,Gerald Meerschaert,-575.0,410.0
2021-08-28,Kevin Lee,Daniel Rodriguez,-145.0,125.0
2021-08-28,Ricky Turcios,Brady Hiestand,-145.0,125.0
2021-08-28,JJ Aldrich,Vanessa Demopoulos,-475.0,350.0
2021-08-28,Sam Alvey,Wellington Turman,-105.0,-115.0
2021-09-04,Alex Morono,David Zawada,-125.0,105.0
2021-09-04,Paddy Pimblett,Luigi Vendramini,-145.0,125.0
2021-09-04,Khalil Rountree Jr.,Modestas Bukauskas,140.0,-160.0
2021-09-04,Darren Till,Derek Brunson,-150.0,130.0
2021-09-04,Molly McCann,Ji Yeon Kim,-120.0,100.0
2021-09-04,Serghei Spivac,Tom Aspinall,195.0,-240.0
2021-09-04,Marc-Andre Barriault,Dalcha Lungiambula,-160.0,140.0
2021-09-18,Nate Maness,Tony Gravely,170.0,-200.0
2021-09-18,Erin Blanchfield,Sarah Alpar,-435.0,330.0
2021-09-18,JP Buys,Montel Jackson,450.0,-630.0
2021-09-18,Raquel Pennington,Pannie Kianzad,-135.0,115.0
2021-09-18,Hannah Goldy,Emily Whitmire,105.0,-125.0
2021-09-18,Ryan Spann,Anthony Smith,130.0,-150.0
2021-09-18,Arman Tsarukyan,Christos Giagos,-850.0,575.0
2021-09-18,Tafon Nchukwi,Mike Rodriguez,-125.0,105.0
2021-09-18,Devin Clark,Ion Cutelaba,150.0,-170.0
2021-09-18,Antonio Arroyo,Joaquin Buckley,155.0,-180.0
2021-09-18,Impa Kasanganay,Carlston Harris,-105.0,-115.0
2021-09-25,Jéssica Andrade,Cynthia Calvillo,-220.0,180.0
2021-09-25,Curtis Blaydes,Jairzinho Rozenstruik,-380.0,290.0
2021-09-25,Dan Hooker,Nasrat Haqparast,-150.0,130.0
2021-09-25,Cody Brundage,Nick Maximov,125.0,-145.0
2021-09-25,Merab Dvalishvili,Marlon Moraes,-310.0,245.0
2021-09-25,Alexander Volkanovski,Brian Ortega,-180.0,155.0
2021-09-25,Jalin Turner,Uros Medic,-105.0,-115.0
2021-09-25,Omar Morales,Jonathan Pearce,-160.0,140.0
2021-09-25,Lauren Murphy,Valentina Shevchenko,800.0,-1375.0
2021-09-25,Matthew Semelsberger,Martin Sano,-525.0,385.0
2021-09-25,Chris Daukaus,Shamil Abdurakhimov,-220.0,180.0
2021-10-02,Karol Rosa,Bethe Correia,-720.0,500.0
2021-10-02,Krzysztof Jotko,Misha Cirkunov,-130.0,110.0
2021-10-02,Thiago Santos,Johnny Walker,-150.0,130.0
2021-10-02,Casey O'Neill,Antonina Shevchenko,-265.0,215.0
2021-10-09,Steve Garcia,Charlie Ontiveros,-310.0,250.0
2021-10-09,Chris Gutierrez,Felipe Colares,-270.0,220.0
2021-10-09,Randy Brown,Jared Gooden,-310.0,250.0
2021-10-09,Tim Elliott,Matheus Nicolau,160.0,-190.0
2021-10-09,Loopy Godinez,Silvana Gomez Juarez,-330.0,260.0
2021-10-09,Marina Rodriguez,Mackenzie Dern,170.0,-200.0
2021-10-16,Bruno Silva,Andrew Sanchez,-155.0,135.0
2021-10-16,Danny Roberts,Ramazan Emeev,250.0,-320.0
2021-10-16,Manon Fiorot,Mayra Bueno Silva,-320.0,250.0
2021-10-16,Norma Dumont,Aspen Ladd,120.0,-140.0
2021-10-16,Loopy Godinez,Luana Carolina,-220.0,180.0
2021-10-23,Laureano Staropoli,Jamie Pickett,-210.0,175.0
2021-10-23,Joselyne Edwards,Jessica-Rose Clark,125.0,-145.0
2021-10-23,Tabatha Ricci,Maria Oliveira,-265.0,215.0
2021-10-23,Marvin Vettori,Paulo Costa,-200.0,170.0
2021-10-23,Nicolae Negumereanu,Ike Villanueva,-240.0,195.0
2021-10-23,JunYong Park,Gregory Rodrigues,115.0,-135.0
2021-10-23,Dwight Grant,Francisco Trinaldo,105.0,-125.0
2021-10-23,Daniel Lacerda,Jeff Molina,135.0,-155.0
2021-10-23,David Onama,Mason Jones,310.0,-410.0
2021-10-23,Jonathan Martinez,Zviad Lazishvili,-105.0,-115.0
2021-10-30,Virna Jandiroba,Amanda Ribas,145.0,-165.0
2021-10-30,Lerone Murphy,Makwan Amirkhani,-265.0,215.0
2021-10-30,Cory Sandhagen,Petr Yan,240.0,-305.0
2021-10-30,Magomed Ankalaev,Volkan Oezdemir,-365.0,280.0
2021-10-30,Islam Makhachev,Dan Hooker,-590.0,425.0
2021-10-30,Michal Oleksiejczuk,Shamil Gamzatov,-115.0,-105.0
2021-10-30,Khamzat Chimaev,Li Jingliang,-435.0,330.0
2021-10-30,Elizeu Zaleski dos Santos,Benoit Saint Denis,-275.0,220.0
2021-10-30,Albert Duraev,Roman Kopylov,-380.0,290.0
